Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (N),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (N/W),Overall Efficiency (N/W),Vibration (g),App message,
0,2300,,,,-0.0625,-0.0068359375,-0.9638671875,0.0008228423371051568,0.16834357185700047,0.000887842898348261,0,0,0,0,0,0,0,0,0.0712890625,,
0.3645862579999259,2300,,,,-0.0625,-0.0078125,-0.9623046875,0.0008527706022826723,0.16727157663143175,0.0012360185343913083,0,0,0,0,0,0,0,0,0.072265625,,
0.6128032579999649,2300,,,,-0.0625,-0.0154296875,-0.9552734375,0.0007983594756539845,0.16644273074539928,0.000916276127177409,0,0,0,0,0,0,0,0,0.0712890625,,
0.8624392579999751,2300,,,,-0.0625,-0.0126953125,-0.9580078125,0.0007392665933149236,0.16546670882929418,0.0006335987508034844,0,0,0,0,0,0,0,0,0.0703125,,
1.1141277580000228,2300,,,,-0.0625,-0.0044921875,-0.9654296875,0.0008155248019942475,0.16804907279798725,0.000634506655464357,-0.0031424362159198347,0,0,0,0,0,0,0,0.0708984375,,
1.3629607579999372,2300,,,,-0.0625,-0.0130859375,-0.9576171875,0.000849943879930434,0.16828979725834742,0.001007308692998235,0,0,0,0,0,0,0,0,0.07109375,,
1.6133957579999465,2300,,,,-0.0625,0.0017578125,-0.9724609375,0.0008433365587633071,0.17005492475527068,0.0009107382135383405,-0.00655913321971485,0,0,0,0,0,0,0,0.0724609375,,
1.8635802580000138,2300,,,,-0.0625,-0.0048828125,-0.966015625,0.0008684912656436231,0.1725510575780984,0.0007777795503358914,0,0,0,0,0,0,0,0,0.072265625,,
2.1122322579999686,2300,,,,-0.0625,-0.0166015625,-0.9556640625,0.0007362755537796979,0.1818271401013312,0.0012133383824662232,0,0,0,0,0,0,0,0,0.07265625,,
2.363390757999942,2300,,,,-0.0625,-0.01796875,-0.95390625,0.0008028096750749215,0.18511401702338506,0.0011039006609222103,0,0,0,0,0,0,0,0,0.0705078125,,
2.6143707579999464,2300,,,,-0.0625,-0.015234375,-0.9560546875,0.0008624635572945929,0.1749198120635503,0.0009963093056251323,0,0,0,0,0,0,0,0,0.0703125,,
2.862747257999936,2300,,,,-0.0625,-0.0087890625,-0.9630859375,0.0008593577358766071,0.16999273364723014,0.0012337826282055638,-0.001553213385079077,0,0,0,0,0,0,0,0.0693359375,,
3.1152232579999835,2300,,,,-0.0625,-0.0150390625,-0.9564453125,0.0008340213997788469,0.16455572023955228,0.001034060702975887,0,0,0,0,0,0,0,0,0.0693359375,,
3.3621812580000374,2300,,,,-0.0625,-0.020703125,-0.95078125,0.0008121770646831216,0.16179555577530833,0.0010423246756627166,0,0,0,0,0,0,0,0,0.0685546875,,
3.6128922579999547,2300,,,,-0.0625,-0.012109375,-0.958203125,0.0008700224776057124,0.1699656413135843,0.000718059242039577,0,0,0,0,0,0,0,0,0.068359375,,
3.865027257999987,2300,,,,-0.0625,-0.0193359375,-0.951171875,0.0009353025090874962,0.17581159673720906,0.0009752242690041551,0,0,0,0,0,0,0,0,0.06796875,,
4.114014757999941,2300,,,,-0.0625,-0.021875,-0.9490234375,0.0009416811430181859,0.1743676985642891,0.0011015968451528124,0,0,0,0,0,0,0,0,0.06640625,,
4.363546758000018,2300,,,,-0.0625,-0.0169921875,-0.954296875,0.0008657662223138264,0.17345125833502165,0.0010766346647349304,0,0,0,0,0,0,0,0,0.06640625,,
4.625451257999964,2300,,,,-0.0625,-0.0087890625,-0.9625,0.0007373441063152952,0.17559443854408832,0.0011575537452239485,0,0,0,0,0,0,0,0,0.0671875,,
4.962438257999951,2300,,,,-0.0625,-0.01328125,-0.9576171875,0.0009110910934287073,0.17665810819603034,0.0013002967962712129,-0.0033589871662847324,0,0,0,0,0,0,0,0.068359375,,
5.213080758000002,2300,,,,-0.0625,-0.0177734375,-0.953515625,0.0009818201302629465,0.17537935971358545,0.001059761010159286,-0.008357011242053292,0,0,0,0,0,0,0,0.068359375,,
5.464305758000002,2300,,,,-0.0625,-0.0166015625,-0.9548828125,0.0009611292469911117,0.17372376168228498,0.0012772111036750292,0,0,0,0,0,0,0,0,0.06796875,,
5.7133072579999915,2300,,,,-0.0625,-0.008984375,-0.961328125,0.0009522276403381063,0.17469518970532422,0.0010089246042699683,0,0,0,0,0,0,0,0,0.0681640625,,
5.964648257999984,2300,,,,-0.0625,-0.0060546875,-0.965234375,0.0009199681289237625,0.17669565617328922,0.0009279273274973388,0,0,0,0,0,0,0,0,0.069140625,,
6.213289257999928,2300,,,,-0.0625,-0.0162109375,-0.955078125,0.0008715131567416335,0.17310258249090535,0.0011247559157286963,0,0,0,0,0,0,0,0,0.069921875,,
6.464206757999934,2300,,,,-0.0625,-0.0087890625,-0.9615234375,0.0008867578348049479,0.17314693685126603,0.0010181925573628352,0,0,0,0,0,0,0,0,0.0701171875,,
6.714557758000003,2300,,,,-0.0625,-0.0138671875,-0.9578125,0.0007486463963105024,0.17573891578746637,0.0009479100893846229,0,0,0,0,0,0,0,0,0.0703125,,
6.965379757999979,2300,,,,-0.0625,-0.0080078125,-0.9630859375,0.0007465489791371604,0.17457975805064999,0.0011298206309527225,-0.007819680101629456,0,0,0,0,0,0,0,0.0703125,,
7.212835257999972,2300,,,,-0.0625,-0.008984375,-0.9611328125,0.0007512826966225928,0.1735646792246042,0.0011648022016702507,-0.0015410864736627645,0,0,0,0,0,0,0,0.0703125,,
7.463947258000029,2300,,,,-0.0625,-0.0107421875,-0.960546875,0.0008551703689119134,0.18167230824285505,0.0009331017996920801,-0.0015641549479379613,0,0,0,0,0,0,0,0.0703125,,
7.713921257999982,2300,,,,-0.0625,-0.0130859375,-0.957421875,0.0009624380572222242,0.18712186066693876,0.0007655605198841086,-0.0034666631911652603,0,0,0,0,0,0,0,0.0703125,,
